問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"R22898710","東京都","東京都","TOC測定用触媒外１３５点の買入れ",,,,,,"2023-11-28","株式会社丸幸商会","7315000","","{応札企業名＝株式会社丸幸商会、応札結果・備考＝、応札金額＝6650000},{応札企業名＝有限会社ダイコー理化、応札結果・備考＝、応札金額＝6710000},{応札企業名＝株式会社デパール、応札結果・備考＝、応札金額＝6950000},{応札企業名＝株式会社前田製作所、応札結果・備考＝辞退、応札金額＝},{応札企業名＝恵比寿サイエンス株式会社、応札結果・備考＝不参、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5ODcxMA=="
"R22898429","その他埼玉県市町村/飯能市","埼玉県","飯能市浄化センターNo.1濃縮後汚泥移送ポンプ修繕【飯能市】",,,,,,"2023-11-28","英和株式会社　さいたま営業所","1950000","2084000","{応札企業名＝英和株式会社　さいたま営業所、応札結果・備考＝落札、応札金額＝1950000},{応札企業名＝新明和アクアテクサービス株式会社　北関東センター、応札結果・備考＝、応札金額＝3700000},{応札企業名＝株式会社第一テクノ　関東支店、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社千代田組　建設本部、応札結果・備考＝、応札金額＝2700000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5ODQyOQ=="
"R22894281","京都府","京都府","桂川右岸流域下水道洛西浄化センター修繕工事（№５汚水ポンプ機械設備）",,,,,,"2023-11-28","荏原実業株式会社","98890000","99449900","{応札企業名＝荏原実業（株）、応札結果・備考＝落札、応札金額＝89900000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5NDI4MQ=="
"R22892636","千葉県","千葉県","飲酒運転根絶啓発用ＰＯＰ・ステッカー",,,,,,"2023-11-28","株式会社シンポウコーポレーション","681560","1540220","{応札企業名＝（株）シンポウコーポレーション、応札結果・備考＝落札、応札金額＝619600},{応札企業名＝（株）萌翔社、応札結果・備考＝、応札金額＝627000},{応札企業名＝（有）ツイキ、応札結果・備考＝、応札金額＝715271},{応札企業名＝（株）世広、応札結果・備考＝、応札金額＝885000},{応札企業名＝（株）オフィス聖、応札結果・備考＝、応札金額＝1185500},{応札企業名＝（株）弘報社、応札結果・備考＝、応札金額＝1220000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjYzNg=="
"R22892635","千葉県","千葉県","【２－１７７】ＮＰＯ・ボランティア活動啓発物資",,,,,,"2023-11-28","有限会社ツイキ","260423","","{応札企業名＝（有）ツイキ、応札結果・備考＝決定、応札金額＝236749},{応札企業名＝（株）萌翔社、応札結果・備考＝、応札金額＝243800},{応札企業名＝山本印刷（株）、応札結果・備考＝、応札金額＝259900},{応札企業名＝（株）トヨテック、応札結果・備考＝、応札金額＝270900},{応札企業名＝スラッシュアド、応札結果・備考＝、応札金額＝288350},{応札企業名＝（株）弘報社、応札結果・備考＝、応札金額＝292500},{応札企業名＝（株）文化堂、応札結果・備考＝、応札金額＝330000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjYzNQ=="
"R22892203","秋田県","秋田県","本庁・ＯＡクリーナー詰替用231114812100",,,,,,"2023-11-28","株式会社　マルシン","7518","","{応札企業名＝株式会社　マルシン、応札結果・備考＝決定、応札金額＝7518},{応札企業名＝有限会社　サプライシステム、応札結果・備考＝、応札金額＝9141}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjIwMw=="
"R22892175","秋田県","秋田県","秋田・ＯＡシートラベルほか（総合教育センター）231114803200",,,,,,"2023-11-28","有限会社　サプライシステム","20515","","{応札企業名＝有限会社　サプライシステム、応札結果・備考＝決定、応札金額＝20515}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjE3NQ=="
"R22892119","秋田県","秋田県","秋田・ＯＡラベルシート（秋田南高中等部）231114791000",,,,,,"2023-11-28","株式会社　ビジネス秋田　秋田支店","15928","","{応札企業名＝株式会社　ビジネス秋田　秋田支店、応札結果・備考＝決定、応札金額＝15928},{応札企業名＝株式会社　クラヤ、応札結果・備考＝、応札金額＝16000},{応札企業名＝有限会社　サプライシステム、応札結果・備考＝、応札金額＝18854}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjExOQ=="
"R22892039","秋田県","秋田県","本庁・ＯＡタップほか（免許センター）231114750700",,,,,,"2023-11-28","有限会社　サプライシステム","45419","","{応札企業名＝有限会社　サプライシステム、応札結果・備考＝決定、応札金額＝45419}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MjAzOQ=="
"R22891880","北海道","北海道","信号NO釧１０　中川郡本別町南１丁目４番地外交通信号機改良工事",,,,,,"2023-11-28","福更電設商事株式会社","45900000","","{応札企業名＝福更電設商事（株）、応札結果・備考＝第1回:落札、応札金額＝45900000},{応札企業名＝和商（株）、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝北電力設備工事（株）、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝（株）北海道ライン興業、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝日本マーキング（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）札電工、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝札幌通信電設（株）、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝オムロンフィールドエンジニアリング北海道（株）、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝（株）アルファエンジニアリング、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝アイケー工業（株）、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝（株）カズサッポロ、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝（株）保工北海道、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝一新電工（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝45800000},{応札企業名＝北明電気工業（株）、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝石森電気工事（株）、応札結果・備考＝第1回:参加、応札金額＝46100000},{応札企業名＝（株）クマザキ電工、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝北海電建（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）石沢電気商会、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝（株）北口電器商会、応札結果・備考＝第1回:最低制限価格未満、応札金額＝45800000},{応札企業名＝（株）ヴァンテック、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝（株）北信工、応札結果・備考＝第1回:参加、応札金額＝46000000},{応札企業名＝ＳＤエンジニアリング（株）、応札結果・備考＝第1回:参加、応札金額＝45900000},{応札企業名＝（株）北栄電気商会、応札結果・備考＝第1回:参加、応札金額＝46000000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MTg4MA=="
"R22891879","北海道","北海道","信号NO旭１０　上川郡愛別町愛別14外交通信号機改良工事",,,,,,"2023-11-28","株式会社クマザキ電工","43500000","","{応札企業名＝（株）クマザキ電工、応札結果・備考＝第1回:落札、応札金額＝43500000},{応札企業名＝和商（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43200000},{応札企業名＝北電力設備工事（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43100000},{応札企業名＝福更電設商事（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42800000},{応札企業名＝（株）北海道ライン興業、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝日本マーキング（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）札電工、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝札幌日信電子（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝札幌通信電設（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42900000},{応札企業名＝オムロンフィールドエンジニアリング北海道（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42800000},{応札企業名＝（株）アルファエンジニアリング、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43200000},{応札企業名＝アイケー工業（株）、応札結果・備考＝第1回:参加、応札金額＝48060000},{応札企業名＝（株）カズサッポロ、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43100000},{応札企業名＝（株）保工北海道、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43000000},{応札企業名＝一新電工（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42900000},{応札企業名＝石森電気工事（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43400000},{応札企業名＝北海電建（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）石沢電気商会、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43400000},{応札企業名＝（株）北口電器商会、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）ヴァンテック、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）北信工、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42900000},{応札企業名＝ＳＤエンジニアリング（株）、応札結果・備考＝第1回:最低制限価格未満、応札金額＝43000000},{応札企業名＝（株）北栄電気商会、応札結果・備考＝第1回:最低制限価格未満、応札金額＝42900000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MTg3OQ=="
"R22891878","北海道","北海道","信号NO旭９　旭川市１条通９丁目外交通信号機改良工事",,,,,,"2023-11-28","一新電工株式会社","49500000","","{応札企業名＝一新電工（株）、応札結果・備考＝第1回:落札、応札金額＝49500000},{応札企業名＝和商（株）、応札結果・備考＝第1回:参加、応札金額＝50400000},{応札企業名＝北電力設備工事（株）、応札結果・備考＝第1回:参加、応札金額＝50600000},{応札企業名＝福更電設商事（株）、応札結果・備考＝第1回:参加、応札金額＝49700000},{応札企業名＝（株）北海道ライン興業、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝日本マーキング（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）札電工、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝札幌日信電子（株）、応札結果・備考＝第1回:参加、応札金額＝49600000},{応札企業名＝札幌通信電設（株）、応札結果・備考＝第1回:参加、応札金額＝49600000},{応札企業名＝オムロンフィールドエンジニアリング北海道（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）アルファエンジニアリング、応札結果・備考＝第1回:参加、応札金額＝50400000},{応札企業名＝アイケー工業（株）、応札結果・備考＝第1回:参加、応札金額＝55660000},{応札企業名＝（株）カズサッポロ、応札結果・備考＝第1回:参加、応札金額＝49700000},{応札企業名＝（株）保工北海道、応札結果・備考＝第1回:参加、応札金額＝49600000},{応札企業名＝石森電気工事（株）、応札結果・備考＝第1回:参加、応札金額＝50200000},{応札企業名＝（株）クマザキ電工、応札結果・備考＝第1回:参加、応札金額＝49600000},{応札企業名＝北海電建（株）、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）石沢電気商会、応札結果・備考＝第1回:参加、応札金額＝50300000},{応札企業名＝（株）北口電器商会、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）ヴァンテック、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝（株）北信工、応札結果・備考＝第1回:最低制限価格未満、応札金額＝49400000},{応札企業名＝ＳＤエンジニアリング（株）、応札結果・備考＝第1回:参加、応札金額＝49700000},{応札企業名＝（株）北栄電気商会、応札結果・備考＝第1回:辞退、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MTg3OA=="
"R22889573","その他東京都市町村/福生市","東京都","地下水中の有機フッ素化合物（PFOS・PFOA）調査委託【福生市】",,,,,,"2023-11-28","エヌエス環境株式会社 東京営業所","560000","","{応札企業名＝エヌエス環境株式会社 東京営業所、応札結果・備考＝落札、応札金額＝560000},{応札企業名＝株式会社静環検査センター 東京支店、応札結果・備考＝、応札金額＝615000},{応札企業名＝株式会社むさしの計測、応札結果・備考＝、応札金額＝1800000},{応札企業名＝株式会社日本分析、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社日本公害管理センター 八王子事業所、応札結果・備考＝不参、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg4OTU3Mw=="
"R22889132","大阪府","大阪府","南大阪湾岸流域下水道　北部水みらいセンター　Ｎｏ．３汚水ポンプ設備長寿命化対策工事",,,,,,"2023-11-28","新菱工業株式会社","88000000","","{応札企業名＝新菱工業（株）、応札結果・備考＝、応札金額＝90000000/89000000/88000000/88000000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg4OTEzMg=="
"R22888679","奈良県","奈良県","図書情報館　ＥＰＳＯＮ　大判プリンタSC-P9050G用用紙",,,,,,"2023-11-28","高橋正株式会社","231360","","{応札企業名＝高橋正（株）、応札結果・備考＝落札、応札金額＝231360},{応札企業名＝ＮＥＩＣＳ合同会社、応札結果・備考＝、応札金額＝233000},{応札企業名＝サワダ商店、応札結果・備考＝、応札金額＝234900}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg4ODY3OQ=="
